Full Path,Mandatory/Optional,Data Type,Structure,Constraints,Enum Values,Description,Ref,Array Info
ITR2.ScheduleCGFor23.LongTermCapGain23.SaleOfEquityShareUs112A.BalanceCG,Mandatory,integer,Scalar,max=99999999999999,,,BalanceCG,
ITR2.ScheduleCGFor23.LongTermCapGain23.SaleOfEquityShareUs112A.DeductionUs54F,Mandatory,integer,Scalar,max=100000000; min=0,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.SaleOfEquityShareUs112A.CapgainonAssets,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,CapgainonAssets,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRIProvisoSec48,Optional,object,Nested Object,,,,NRIProvisoSec48,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRIProvisoSec48.LTCGWithoutBenefit,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRIProvisoSec48.DeductionUs54F,Mandatory,integer,Scalar,max=100000000; min=0,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRIProvisoSec48.BalanceCG,Mandatory,integer,Scalar,max=99999999999999,,,BalanceCG,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRIOnSec112and115,Optional,object,Nested Object,,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRISaleOfEquityShareUs112A,Mandatory,object,Nested Object,,,,EquityShareUs112A,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRISaleOfEquityShareUs112A.BalanceCG,Mandatory,integer,Scalar,max=99999999999999,,,BalanceCG,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRISaleOfEquityShareUs112A.DeductionUs54F,Mandatory,integer,Scalar,max=100000000; min=0,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRISaleOfEquityShareUs112A.CapgainonAssets,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,CapgainonAssets,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRISaleofForeignAsset,Mandatory,object,Nested Object,,,,NRISaleofForeignAsset,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRISaleofForeignAsset.SaleonSpecAsset,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRISaleofForeignAsset.DednSpecAssetus115,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRISaleofForeignAsset.BalonSpeciAsset,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.SaleofAssetNADtls,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.UnutilizedLtcgFlag,Optional,object,Nested Object,,"Y, N, X",Y - Yes; N - No; X - Not Applicable, (allOf: nonEmptyString),
ITR2.ScheduleCGFor23.LongTermCapGain23.UnutilizedCg,Optional,object,Nested Object,,,,UnutilizedCgPrvYrLtcg,
ITR2.ScheduleCGFor23.LongTermCapGain23.UnutilizedCg.UnutilizedCgPrvYrDtls,Optional,array,Array,minItems=1,,,,items: object
ITR2.ScheduleCGFor23.LongTermCapGain23.AmtDeemedLtcg,Optional,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.TotalAmtDeemedLtcg,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.PassThrIncNatureLTCG,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.PassThrIncNatureLTCGUs112A12_5Per,Optional,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.PassThrIncNatureLTCG12_5Per,Optional,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRICgDTAA,Optional,object,Nested Object,,,,NRITaxUsDTAALtcgType,
ITR2.ScheduleCGFor23.LongTermCapGain23.NRICgDTAA.NRIDTAADtls,Optional,array,Array,minItems=1,,,,items: object
ITR2.ScheduleCGFor23.LongTermCapGain23.TotalAmtNotTaxUsDTAALtcg,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.CapitalLossBuyBackShares,Optional,object,Nested Object,,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.TotalAmtTaxUsDTAALtcg,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleCGFor23.LongTermCapGain23.TotalLTCG,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.ScheduleCGFor23.SumOfCGIncm,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.IncmFromVDATrnsf,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.TotScheduleCGFor23,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo,Optional,object,Nested Object,,,,DeducClaimInfo,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54,Optional,array,Array,,,,,items: object
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54[].DateofTransfer,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54[].CostofNewResHouse,Optional,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54[].DateofPurchase,Optional,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54[].AmtDeposited,Optional,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54[].DepositDate,Optional,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date of Deposit in format YYYY-MM-DD,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54[].AccountNo,Optional,string,Scalar,maxLength=20; minLength=1,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54[].IFSC,Optional,object,Nested Object,pattern=[A-Z]{4}[0][A-Z0-9]{6},,, (allOf: nonEmptyString),
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54[].AmtDeducted,Mandatory,integer,Scalar,max=100000000; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54B,Optional,array,Array,,,,,items: object
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54B[].DateofTransfer,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54B[].CostofNewAgriLand,Optional,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54B[].DateofPurchase,Optional,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54B[].AmtDeposited,Optional,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54B[].DepositDate,Optional,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date of Deposit in format YYYY-MM-DD,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54B[].AccountNo,Optional,string,Scalar,maxLength=20; minLength=1,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54B[].IFSC,Optional,object,Nested Object,pattern=[A-Z]{4}[0][A-Z0-9]{6},,, (allOf: nonEmptyString),
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54B[].AmtDeducted,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54EC,Optional,array,Array,,,,,items: object
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54EC[].DateofTransfer,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54EC[].AmtInvested,Optional,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54EC[].DateofInvestment,Optional,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54EC[].AmtDeducted,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54F,Optional,array,Array,,,,,items: object
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54F[].DateofTransfer,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54F[].CostofNewResHouse,Optional,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54F[].DateofPurchase,Optional,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54F[].AmtDeposited,Optional,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54F[].DepositDate,Optional,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date of Deposit in format YYYY-MM-DD,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54F[].AccountNo,Optional,string,Scalar,maxLength=20; minLength=1,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54F[].IFSC,Optional,object,Nested Object,pattern=[A-Z]{4}[0][A-Z0-9]{6},,, (allOf: nonEmptyString),
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs54F[].AmtDeducted,Mandatory,integer,Scalar,max=100000000; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs115F,Optional,array,Array,,,,,items: object
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs115F[].DateofTransfer,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs115F[].AmtInvested,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs115F[].DateofInvestment,Mandatory,string,Scalar,pattern=([12]\d{3}-(0[1-9]|1[0-2])-(0[1-9]|[12]\d|3[01])),,Date in YYYY-MM-DD format,,
ITR2.ScheduleCGFor23.DeducClaimInfo.DeducClaimDtlsUs115F[].AmtDeducted,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.DeducClaimInfo.TotDeductClaim,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses,Mandatory,object,Nested Object,,,,CurrYrLosses,
ITR2.ScheduleCGFor23.CurrYrLosses.InLossSetOff,Mandatory,object,Nested Object,,,,InLossSetOff,
ITR2.ScheduleCGFor23.CurrYrLosses.InLossSetOff.StclSetoff20Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLossSetOff.StclSetoff30Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLossSetOff.StclSetoffAppRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLossSetOff.StclSetoffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLossSetOff.LtclSetOff12_5Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLossSetOff.LtclSetOffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg20Per,Mandatory,object,Nested Object,,,,InStcg20Per,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg20Per.CurrYearIncome,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg20Per.StclSetoff30Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg20Per.StclSetoffAppRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg20Per.StclSetoffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg20Per.CurrYrCapGain,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg30Per,Mandatory,object,Nested Object,,,,InStcg30Per,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg30Per.CurrYearIncome,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg30Per.StclSetoff20Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg30Per.StclSetoffAppRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg30Per.StclSetoffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcg30Per.CurrYrCapGain,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgAppRate,Mandatory,object,Nested Object,,,,InStcgAppRate,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgAppRate.CurrYearIncome,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgAppRate.StclSetoff20Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgAppRate.StclSetoff30Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgAppRate.StclSetoffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgAppRate.CurrYrCapGain,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgDTAARate,Mandatory,object,Nested Object,,,,InStcgDTAARate,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgDTAARate.CurrYearIncome,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgDTAARate.StclSetoff20Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgDTAARate.StclSetoff30Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgDTAARate.StclSetoffAppRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InStcgDTAARate.CurrYrCapGain,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcg12_5Per,Mandatory,object,Nested Object,,,,InLtcg12_5Per,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcg12_5Per.CurrYearIncome,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcg12_5Per.StclSetoff20Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcg12_5Per.StclSetoff30Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcg12_5Per.StclSetoffAppRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcg12_5Per.StclSetoffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcg12_5Per.LtclSetOffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcg12_5Per.CurrYrCapGain,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcgDTAARate,Mandatory,object,Nested Object,,,,InLtcgDTAARate,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcgDTAARate.CurrYearIncome,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcgDTAARate.StclSetoff20Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcgDTAARate.StclSetoff30Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcgDTAARate.StclSetoffAppRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcgDTAARate.StclSetoffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcgDTAARate.LtclSetOff12_5Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.InLtcgDTAARate.CurrYrCapGain,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.TotLossSetOff,Mandatory,object,Nested Object,,,,TotLossSetOff,
ITR2.ScheduleCGFor23.CurrYrLosses.TotLossSetOff.StclSetoff20Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.TotLossSetOff.StclSetoff30Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.TotLossSetOff.StclSetoffAppRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.TotLossSetOff.StclSetoffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.TotLossSetOff.LtclSetOff12_5Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.TotLossSetOff.LtclSetOffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.LossRemainSetOff,Mandatory,object,Nested Object,,,,LossRemainSetOff,
ITR2.ScheduleCGFor23.CurrYrLosses.LossRemainSetOff.StclSetoff20Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.LossRemainSetOff.StclSetoff30Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.LossRemainSetOff.StclSetoffAppRate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.LossRemainSetOff.StclSetoffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.LossRemainSetOff.LtclSetOff12_5Per,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.CurrYrLosses.LossRemainSetOff.LtclSetOffDTAARate,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.ScheduleCGFor23.AccruOrRecOfCG,Mandatory,object,Nested Object,,,,AccruOrRecOfCG,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.ShortTermUnder20Per,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.ShortTermUnder20Per.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.ShortTermUnder30Per,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.ShortTermUnder30Per.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.ShortTermUnderAppRate,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.ShortTermUnderAppRate.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.ShortTermUnderDTAARate,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.ShortTermUnderDTAARate.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.LongTermUnder12_5Per,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.LongTermUnder12_5Per.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.LongTermUnderDTAARate,Mandatory,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.LongTermUnderDTAARate.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.VDATrnsfGainsUnder30Per,Optional,object,Nested Object,,,,DateRangeType,
ITR2.ScheduleCGFor23.AccruOrRecOfCG.VDATrnsfGainsUnder30Per.DateRange,Mandatory,object,Nested Object,,,,,
ITR2.Schedule112A,Optional,object,Nested Object,,,,Schedule112A,
ITR2.Schedule112A.Schedule112ADtls,Optional,array,Array,,,,,items: object
ITR2.Schedule112A.Schedule112ADtls[].ShareOnOrBefore,Mandatory,object,Nested Object,,"BE, AE",BE - On or Before 31st January 2018; AE - After 31st January 2018, (allOf: nonEmptyString),
ITR2.Schedule112A.Schedule112ADtls[].ISINCode,Mandatory,object,Nested Object,pattern=IN[0-9A-Z]{10}|INNOTREQUIRD,,IN[0-9A-Z]{10} - On or Before 31st January 2018; INNOTREQUIRD - After 31st January 2018, (allOf: nonEmptyString),
ITR2.Schedule112A.Schedule112ADtls[].ShareUnitName,Mandatory,object,Nested Object,maxLength=125; minLength=1,,[w]* - On or Before 31st January 2018; CONSOLIDATED - After 31st January 2018, (allOf: nonEmptyString),
ITR2.Schedule112A.Schedule112ADtls[].NumSharesUnits,Optional,number,Scalar,max=100000000000000.0; min=0; multipleOf=0.0001,,,,
ITR2.Schedule112A.Schedule112ADtls[].SalePricePerShareUnit,Optional,number,Scalar,max=100000000000000.0; min=0; multipleOf=0.0001,,,,
ITR2.Schedule112A.Schedule112ADtls[].TotSaleValue,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.Schedule112ADtls[].CostAcqWithoutIndx,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.Schedule112ADtls[].AcquisitionCost,Mandatory,number,Scalar,max=100000000000000.0; min=0; multipleOf=0.0001,,,,
ITR2.Schedule112A.Schedule112ADtls[].LTCGBeforelowerB1B2,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.Schedule112ADtls[].FairMktValuePerShareunit,Mandatory,number,Scalar,max=100000000000000.0; min=0; multipleOf=0.0001,,,,
ITR2.Schedule112A.Schedule112ADtls[].TotFairMktValueCapAst,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.Schedule112ADtls[].ExpExclCnctTransfer,Mandatory,number,Scalar,max=100000000000000.0; min=0; multipleOf=0.0001,,,,
ITR2.Schedule112A.Schedule112ADtls[].TotalDeductions,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.Schedule112ADtls[].Balance,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule112A.SaleValue112A,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.CostAcqWithoutIndx112A,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.AcquisitionCost112A,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.LTCGBeforelowerB1B2112A,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.FairMktValueCapAst112A,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.ExpExclCnctTransfer112A,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.Deductions112A,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
ITR2.Schedule112A.Balance112A,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule112A.TotalBalance112A,Mandatory,integer,Scalar,max=99999999999999; min=-99999999999999,,,,
ITR2.Schedule115AD,Optional,object,Nested Object,,,,Schedule115AD,
ITR2.Schedule115AD.Schedule115ADDtls,Optional,array,Array,,,,,items: object
ITR2.Schedule115AD.Schedule115ADDtls[].ShareOnOrBefore,Mandatory,object,Nested Object,,"BE, AE",BE - On or Before 31st January 2018; AE - After 31st January 2018, (allOf: nonEmptyString),
ITR2.Schedule115AD.Schedule115ADDtls[].ISINCode,Mandatory,object,Nested Object,pattern=IN[0-9A-Z]{10}|INNOTREQUIRD,,IN[0-9A-Z]{10} - On or Before 31st January 2018; INNOTREQUIRD - After 31st January 2018, (allOf: nonEmptyString),
ITR2.Schedule115AD.Schedule115ADDtls[].ShareUnitName,Mandatory,object,Nested Object,maxLength=125; minLength=1,,[w]* - On or Before 31st January 2018; CONSOLIDATED - After 31st January 2018, (allOf: nonEmptyString),
ITR2.Schedule115AD.Schedule115ADDtls[].NumSharesUnits,Optional,number,Scalar,max=100000000000000.0; min=0; multipleOf=0.0001,,,,
ITR2.Schedule115AD.Schedule115ADDtls[].SalePricePerShareUnit,Optional,number,Scalar,max=100000000000000.0; min=0; multipleOf=0.0001,,,,
ITR2.Schedule115AD.Schedule115ADDtls[].TotSaleValue,Mandatory,integer,Scalar,max=99999999999999; min=0,,,,
